MATCHID,ROUND,HOME_TEAM_ID,HOME_TEAM,AWAY_TEAM_ID,AWAY_TEAM,SCORE_STR,STATUS
2486549,33,981431,MOVISTAR ESTUDIANTES,981215,PALMER BASKET MALLORCA PALMA,DOMINGO03/05/202611:30,PENDING
2486550,33,981251,GRUPO CAESA SEGUROS FC CARTAGENA CB,981343,SUPER AGROPAL PALENCIA,SÁBADO02/05/202619:00,PENDING
2486551,33,981124,ALIMERKA OVIEDO BALONCESTO,981125,CAJA RURAL CB ZAMORA,DOMINGO03/05/202617:00,PENDING
2486552,33,979907,GRUPO ALEGA CANTABRIA,981421,MONBUS OBRADOIRO,SÁBADO02/05/202619:00,PENDING
2486553,33,979769,MELILLA CIUDAD DEL DEPORTE,981493,CLOUD.GAL OURENSE BALONCESTO,DOMINGO03/05/202618:00,PENDING
2486555,34,981300,HESTIA MENORCA,979769,MELILLA CIUDAD DEL DEPORTE,VIERNES08/05/202621:00,PENDING
2486556,34,981215,PALMER BASKET MALLORCA PALMA,981214,FIBWI MALLORCA BASQUET PALMA,VIERNES08/05/202621:00,PENDING
2486557,34,979920,GRUPO URETA TIZONA BURGOS,981251,GRUPO CAESA SEGUROS FC CARTAGENA CB,VIERNES08/05/202621:00,PENDING
2486559,34,981421,MONBUS OBRADOIRO,981203,INVEREADY GIPUZKOA,VIERNES08/05/202621:00,PENDING
2486560,34,981525,FLEXICAR FUENLABRADA,981431,MOVISTAR ESTUDIANTES,VIERNES08/05/202621:00,PENDING
2486561,34,981493,CLOUD.GAL OURENSE BALONCESTO,981124,ALIMERKA OVIEDO BALONCESTO,VIERNES08/05/202621:00,PENDING
2486562,34,981343,SUPER AGROPAL PALENCIA,979907,GRUPO ALEGA CANTABRIA,VIERNES08/05/202621:00,PENDING
2486563,34,981125,CAJA RURAL CB ZAMORA,979989,HLA ALICANTE,VIERNES08/05/202621:00,PENDING
